Order ID,Amount,Date
50620717,75.0,06/10/24
71192603,2.0,12/05/24
70558724,18.0,14/08/24
73417309,200.0,26/08/24
99622317,22.0,24/08/24
44858272,1.0,12/09/24
20177478,10.0,16/05/24
88375141,100.0,15/11/24
65535765,30.0,19/07/24
89585580,10.0,13/11/24
99410219,3.0,26/07/24
55691819,10.0,27/09/24
90543964,10.0,09/05/24
85612952,15.0,03/07/24
20287097,25.0,15/06/24
85277740,400.0,07/11/24
40832488,97.0,15/09/24
91047873,46.0,26/11/24
21600272,200.0,26/07/24
78902543,148.0,14/08/24
98116130,500.0,20/09/24
84084953,100.0,22/11/24
85928022,80.0,15/10/24
38323970,1000.0,15/07/24
97907363,25.0,16/11/24
20236006,50.0,22/06/24
49152490,10.0,18/09/24
58084440,9.0,01/07/24
44108018,100.0,23/08/24
45177266,40.0,10/05/24
35155523,20.0,25/07/24
38213120,2.0,14/07/24
54844061,5000.0,06/09/24
10670699,2.0,12/10/24
51085870,5.0,02/05/24
19845928,10.0,05/09/24
10203255,3.0,11/10/24
56577058,46.0,23/11/24
98287663,20.0,01/07/24
74016260,5.0,19/09/24
93217004,100.0,07/05/24
77019357,10.0,23/07/24
43562749,100.0,04/10/24
83499159,5.0,22/05/24
49522692,10.0,01/07/24
12252485,200.0,30/09/24
83464863,200.0,27/07/24
32939216,20.0,16/11/24
82241669,75.0,18/10/24
95780962,9.0,29/04/24
67539153,600.0,10/09/24
90229633,40.0,07/09/24
67303074,100.0,09/08/24
84965844,6.0,31/08/24
13951990,300.0,04/10/24
35963599,12.0,24/09/24
93286682,5.0,05/07/24
89179084,5.0,13/10/24
82061435,50.0,22/06/24
92783722,100.0,01/07/24
46590569,4.0,22/05/24
20769582,199.0,01/09/24
63056535,5.0,07/05/24
80606186,2.0,17/10/24
99615118,20.0,19/09/24
71914280,2.0,21/05/24
75398276,49.0,11/09/24
66639184,100.0,01/07/24
58435378,50.0,09/05/24
43464548,244.0,15/11/24
40408690,150.0,09/06/24
96864568,14.0,27/09/24
93646370,19.0,02/05/24
60331355,197.0,18/10/24
96604928,500.0,13/06/24
50424564,1.0,15/06/24
62753680,500.0,13/06/24
73311859,3.0,01/06/24
91997915,150.0,12/09/24
70776569,400.0,03/05/24
25362225,5.0,26/07/24
81114286,2.0,03/10/24
54787097,1.0,22/08/24
53486983,17.0,20/09/24
41681040,243.0,27/05/24
39933702,30.0,21/11/24
97857169,15.0,13/11/24
89410693,1.0,30/10/24
15989891,600.0,25/11/24
14660046,100.0,20/11/24
13440167,30.0,17/07/24
13847073,150.0,28/07/24
18247339,45.0,03/07/24
65943410,200.0,18/08/24
34110164,400.0,25/11/24
27369395,50.0,01/07/24
63175905,5.0,17/08/24
98612975,45.0,01/07/24
94629012,40.0,27/05/24
69706374,13.0,23/11/24
89429345,300.0,03/05/24
12599332,29.0,22/07/24
64808093,1000.0,05/09/24
33941443,100.0,12/10/24
86581664,4.0,07/10/24
86433540,1500.0,24/07/24
83207481,176.0,26/10/24
38620600,10.0,25/05/24
14332489,1.0,19/09/24
77893925,10.0,15/07/24
60477196,1.0,20/09/24
60959361,20.0,20/11/24
21442740,100.0,18/11/24
86884624,150.0,01/07/24
96438101,16.0,15/08/24
54658405,100.0,07/06/24
57484048,100.0,29/10/24
24985179,25.0,25/05/24
30494638,86.0,27/04/24
22841033,1000.0,26/04/24
14044456,32.0,19/11/24
17205076,2.0,17/10/24
76811838,388.0,05/11/24
30482037,10.0,10/10/24
23875400,20.0,30/09/24
38885704,1.0,01/07/24
66888155,30.0,10/11/24
99071069,50.0,19/06/24
35407820,29.0,28/07/24
19996643,20.0,01/07/24
66064678,60.0,12/06/24
84890041,10.0,02/05/24
65540120,4.0,19/09/24
26700131,55.0,22/07/24
68628812,200.0,26/07/24
59088914,60.0,23/07/24
81967162,47.0,26/09/24
62084391,50.0,21/10/24
83043716,500.0,14/10/24
38941093,30.0,10/08/24
82698303,1.0,09/05/24
55983664,30.0,02/05/24
22543025,245.0,20/09/24
74963081,30.0,20/09/24
59791362,34.0,27/08/24
37966702,8.0,24/09/24
34159081,1.0,15/07/24
36585540,500.0,13/11/24
61923247,3.0,31/07/24
62294156,1000.0,27/09/24
43063103,4.0,17/10/24
37307539,30.0,01/07/24
57852245,1000.0,24/08/24
46041007,100.0,25/11/24
97793098,28.0,13/06/24
25404747,101.0,12/05/24
22078319,9.0,27/09/24
24146520,20.0,06/07/24
81781322,30.0,01/07/24
69678100,1000.0,25/08/24
72968901,564.0,29/07/24
38380607,30.0,03/06/24
33095755,6.0,14/10/24
74699524,20.0,29/08/24
67400446,3.0,03/09/24
13082278,400.0,09/08/24
95508405,20.0,06/07/24
71530472,250.0,14/08/24
35647444,3.0,28/05/24
96102988,40.0,22/06/24
55648302,50.0,08/09/24
14501386,2.0,27/06/24
91143051,18.0,20/09/24
17346900,200.0,13/05/24
17923472,50.0,15/09/24
98694022,1.0,22/09/24
93794658,80.0,08/08/24
64688103,60.0,19/05/24
68303166,400.0,07/05/24
87338670,50.0,15/06/24
94549448,18.0,24/11/24
69215772,100.0,10/08/24
94665578,100.0,11/09/24
81155727,500.0,30/07/24
38890691,60.0,03/06/24
47984311,100.0,16/10/24
88749495,10.0,17/09/24
92280862,30.0,31/10/24
45826833,199.0,31/10/24
22144525,100.0,26/10/24
78766449,6.0,17/11/24
80463490,115.0,20/10/24
92340843,5.0,26/06/24
83149872,2.0,18/06/24
22976577,100.0,08/09/24
12024825,57.0,29/09/24
51771672,500.0,04/10/24
29682974,150.0,17/06/24
37880804,3.0,09/05/24
77551914,17.0,07/11/24
28102471,35.0,08/09/24
75890445,70.0,28/04/24
77138615,1.0,15/06/24
21375711,300.0,10/06/24
43764916,2000.0,06/09/24
29543066,1.0,03/05/24
18431279,50.0,01/11/24
25959316,5.0,26/05/24
45205201,1.0,28/11/24
11112814,50.0,13/06/24
10957829,250.0,12/08/24
49264248,1000.0,08/08/24
67336579,95.0,01/07/24
62849294,75.0,13/07/24
29649403,5.0,26/06/24
75612816,50.0,01/07/24
51137286,2.0,24/07/24
64868632,10.0,23/09/24
32872138,10.0,18/10/24
20811966,30.0,20/07/24
90065257,3.0,19/08/24
97823294,1.0,14/08/24
61628329,56.0,20/08/24
35700594,50.0,25/09/24
25745693,100.0,26/10/24
48804248,50.0,19/09/24
78255034,200.0,30/07/24
33675460,870.0,21/06/24
90139911,230.0,25/11/24
12350750,12.0,04/10/24
44172083,300.0,28/04/24
52878977,100.0,04/06/24
17191405,250.0,12/10/24
10825577,247.0,06/10/24
22195570,1.0,24/11/24
49018214,1.0,12/05/24
10861423,50.0,22/07/24
96790489,10.0,24/09/24
89423403,30.0,11/10/24
26930308,30.0,14/05/24
55324398,100.0,25/10/24
45530709,200.0,27/07/24
35222783,19.0,14/09/24
46625635,50.0,12/05/24
10951588,10.0,04/10/24
93209937,50.0,28/05/24
43114323,300.0,26/11/24
98085843,59.0,01/11/24
63388803,50.0,01/07/24
59868442,200.0,06/09/24
97521893,25.0,25/07/24
23407347,50.0,05/08/24
31418177,50.0,07/10/24
39918562,2200.0,18/09/24
41290874,5.0,16/11/24
36084532,500.0,18/09/24
74477543,20.0,04/10/24
21665539,20.0,27/05/24
14034843,1.0,26/04/24
54393842,20.0,16/11/24
56834559,10.0,26/07/24
45526700,1000.0,31/05/24
97527910,100.0,15/06/24
68429386,93.0,22/11/24
53884309,120.0,07/09/24
78880129,13.0,04/10/24
54743948,200.0,26/11/24
29681595,22.0,03/05/24
98393130,10.0,21/05/24
12902686,35.0,14/10/24
25937639,120.0,17/10/24
68224542,50.0,24/10/24
27301435,100.0,01/07/24
25751485,299.0,13/06/24
53008999,1000.0,25/08/24
76977409,1.0,19/08/24
18457080,50.0,13/08/24
86872797,48.0,06/10/24
98066135,20.0,02/08/24
78363603,50.0,01/08/24
43328073,41.0,01/08/24
18118585,2.0,23/11/24
69708167,650.0,09/08/24
40372647,7.0,08/10/24
44163688,5.0,22/06/24
19276757,600.0,01/07/24
96515801,100.0,03/06/24
25209753,47.0,19/09/24
37090669,14.0,09/11/24
86382788,50.0,04/08/24
21302021,100.0,07/06/24
70830217,10.0,05/05/24
22090999,300.0,16/08/24
97496788,10.0,02/05/24
21673123,50.0,18/07/24
31626491,1.0,05/05/24
89106221,4.0,05/10/24
24615069,169.0,02/05/24
67833950,80.0,11/05/24
38193399,40.0,08/08/24
38106521,599.0,04/07/24
54449861,50.0,03/05/24
60094781,100.0,30/10/24
57190695,1000.0,23/08/24
13596061,100.0,23/09/24
15896044,700.0,19/09/24
12261362,3.0,27/06/24
28073383,20.0,30/05/24
37076970,5.0,30/08/24
58547439,6.0,21/06/24
39419549,50.0,16/06/24
37232877,1.0,25/06/24
48419471,5.0,19/05/24
50167748,19.0,30/10/24
47730311,900.0,30/05/24
49480975,20.0,03/05/24
31854469,3.0,31/08/24
16481377,30.0,23/09/24
68293384,5400.0,19/06/24
65720843,4.0,08/10/24
15494895,500.0,01/05/24
61540462,1000.0,15/08/24
82336280,300.0,06/06/24
15813086,50.0,01/11/24
15745147,2.0,01/08/24
39507139,3.0,15/09/24
86702945,1.0,15/09/24
28255885,10.0,01/07/24
95813679,3.0,01/07/24
28274084,200.0,16/07/24
13085933,100.0,10/09/24
39570077,130.0,17/08/24
18362059,250.0,01/08/24
15735017,100.0,03/11/24
93248916,73.0,27/11/24
80929165,90.0,02/11/24
20996049,80.0,27/08/24
24097531,2.0,16/07/24
68408287,500.0,28/04/24
16055864,100.0,15/10/24
14814292,20.0,02/10/24
27677564,300.0,28/04/24
81462247,1.0,01/07/24
79997761,500.0,19/09/24
86081654,10.0,06/08/24
93508824,300.0,03/05/24
78210083,5.0,30/04/24
75831249,4.0,06/08/24
82089912,100.0,02/10/24
40681121,50.0,21/10/24
73337301,20.0,18/06/24
32090954,200.0,05/11/24
98145624,11.0,07/10/24
48523812,268.0,27/09/24
61386211,2.0,04/10/24
20237331,29.0,19/06/24
30510380,200.0,01/11/24
76798927,518.0,03/09/24
67218172,20.0,02/05/24
14526405,50.0,19/09/24
24174523,500.0,15/10/24
34796794,1.0,17/10/24
44098697,953.0,08/05/24
67862005,15.0,05/09/24
55972624,300.0,27/09/24
52281998,1.0,09/08/24
51520157,50.0,14/10/24
46148357,100.0,08/06/24
12505323,1000.0,07/09/24
77032823,25.0,01/07/24
29836892,3.0,14/05/24
15510580,12.0,14/10/24
75838354,25.0,25/08/24
88196592,4.0,29/10/24
90460135,1.0,16/11/24
60986784,2.0,02/06/24
36117639,100.0,08/09/24
87624570,500.0,19/06/24
13069429,1000.0,31/07/24
92746758,100.0,05/11/24
33098524,25.0,12/05/24
24374361,120.0,22/09/24
59695088,2.0,01/07/24
59776274,50.0,05/06/24
83620219,5.0,19/09/24
83590932,1.0,07/08/24
84309276,1.0,21/07/24
41444142,18.0,24/05/24
31020603,200.0,18/09/24
71758667,300.0,19/09/24
46303763,10.0,27/05/24
54285371,100.0,16/09/24
18330111,10.0,23/10/24
42043959,5.0,21/07/24
83610253,500.0,05/05/24
74421922,5.0,21/11/24
22519514,100.0,06/07/24
73355107,35000.0,01/07/24
60815279,100.0,01/07/24
37340099,20.0,13/07/24
38050318,800.0,02/09/24
69581996,17.0,13/10/24
91271699,30.0,26/06/24
72144722,5.0,12/05/24
21435541,10.0,16/11/24
22687493,500.0,25/10/24
56085972,425.0,09/06/24
94326006,126.0,26/09/24
95747627,20.0,17/10/24
69040244,10.0,10/11/24
90902334,250.0,01/07/24
71569531,500.0,12/05/24
91321404,10.0,27/10/24
79132499,1.0,28/06/24
97979098,200.0,25/11/24
24378985,50.0,25/11/24
71716559,1.0,02/05/24
46129853,16.0,04/07/24
32203657,47.0,08/09/24
46387502,100.0,11/10/24
43504431,13.0,07/06/24
54719338,30.0,27/11/24
50274587,600.0,23/07/24
85871045,20.0,18/07/24
29976412,20.0,01/07/24
28532743,100.0,01/07/24
28940505,100.0,02/05/24
17044587,50.0,12/07/24
16730750,100.0,16/09/24
57978403,200.0,07/07/24
15236715,185.0,13/06/24
40931991,10.0,06/10/24
39100456,1.0,30/04/24
31357172,116.0,08/11/24
72138893,20.0,10/05/24
89073657,200.0,23/11/24
64594846,14.0,25/10/24
15934735,7.0,01/07/24
20457243,80.0,20/09/24
94788562,20.0,11/11/24
46069898,10.0,09/11/24
18137884,10.0,03/08/24
57114031,1000.0,15/08/24
91110755,25.0,04/07/24
14945965,1.0,05/11/24
50410453,1000.0,24/06/24
28313523,10.0,19/09/24
47468168,230.0,23/06/24
97330047,10.0,18/11/24
48880559,3.0,01/11/24
91822857,12.0,25/04/24
69299215,100.0,03/10/24
88307450,150.0,26/11/24
98372107,5.0,07/09/24
15681634,50.0,01/07/24
68163896,3.0,27/11/24
63327378,18.0,16/06/24
22442046,5.0,04/10/24
92431127,100.0,03/07/24
92450448,4.0,13/10/24
18878448,10.0,04/11/24
43446878,5.0,13/08/24
45433711,20.0,19/11/24
53822131,981.0,09/11/24
90087936,30.0,14/07/24
12691685,5.0,19/08/24
55338376,20.0,19/06/24
66184382,10.0,03/06/24
60277833,19.0,04/07/24
19318496,1000.0,07/11/24
92522643,10.0,17/10/24
89256945,10.0,11/07/24
57970255,2.0,08/08/24
74449401,200.0,14/10/24
63203585,3.0,05/06/24
53087192,113.0,24/08/24
36078735,15.0,18/11/24
98515700,150.0,07/10/24
93164448,100.0,16/08/24
86295684,20.0,08/08/24
11851550,100.0,26/11/24
41022757,12.0,02/07/24
73567464,40.0,26/07/24
78757746,200.0,26/08/24
45018269,1.0,25/06/24
49472214,2387.0,18/09/24
85972391,51.0,06/07/24
76146022,60.0,30/09/24
10115035,600.0,18/05/24
34753260,4.0,04/08/24
75160560,11.0,17/05/24
54596439,20.0,03/09/24
39269759,1.0,01/07/24
91141624,32.0,26/10/24
96390132,1.0,10/06/24
90932772,10.0,03/06/24
87150487,10.0,24/06/24
17847435,100.0,22/10/24
92815243,35.0,06/11/24
79026903,200.0,22/06/24
64845003,60.0,03/08/24
81107557,250.0,25/07/24
21655975,654.0,01/07/24
13359585,3.0,24/08/24
16230846,15.0,11/08/24
12202770,1.0,19/05/24
59465121,12.0,27/09/24
39694941,14.0,26/04/24
84236115,40.0,18/05/24
90817852,30.0,02/10/24
87922114,40.0,08/05/24
